Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,CA,2015,"6         ",Female,12,Right-Handed,160,26,166,1,Car,15,54,51,Baseball/Softball,900,999,1000,700,400,600,26,"Right foot",7,7,"Same length",February,Winter,Yes,No,"No favorite","Powdered drink",History,7,6,4,"Yes - other","Text messaging",60,60,30,2,5,,,,,,,,,,,,,,,,
USA,AR,2016,"8         ",Female,13,Right-Handed,156,24,162,1,Car,25,.473,45,Gymnastics,615,1000,503,503,155,503,23,"Right foot",7,8,"Ring finger",April,Winter,No,No,Pizza/Pasta,Milk,"Physical education",9,7,4,"Yes - other","Text messaging",40,45,25,1,2,10,12,2,4,8,6,30,0,5,"Very little","Graduate degree",Other,Telepathy,Famous,Relative,"Education/Youth development"
USA,MD,2014,"7         ",Female,12,Right-Handed,12,19,60,1,Bus,5,.452,24,None,0,1000,1000,1000,0,0,21,"Left foot",7,5,"Index finger",July,Summer,Yes,Yes,Fruit,Water,Science,7,10,3,"Yes - other","Text messaging",20,40,180,2,1,8,1,0,120,24,120,6,0,2,"A lot","Graduate degree",Pop,Invisibility,Happy,Relative,"International aid"
USA,MD,2014,"7         ",Female,12,Left-Handed,5,10,2,1,Bus,20,.44,66,Dancing,800,500,100,800,900,1000,26,"Same length",8,9,"Same length",April,Spring,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)",English,8,9,4,"Yes - broadband connection","Text messaging",26,16,6,1,2,3,0,4,2,5,24,24,0,1,"Very little","Undergraduate degree","Rap/Hip hop","Freeze time",Famous,Relative,Health
USA,WI,2014,"8         ",Female,14,Right-Handed,157,20,140,1,Car,7,1.056,60,Other,5,5,20,50,990,1000,20,"Same length",7,6,"Index finger",March,Summer,No,No,Other,"Soft drink (caffeinated)","Physical education",8,5,3,"Yes - broadband connection","Internet chat or instant messaging",30,35,80,1,1,3,7,0,100,20,10,49,8,1,"A lot","Less than high school",,Fly,Happy,"Coach or club leader",Health
USA,WI,2014,"7         ",Female,12,Right-Handed,162,23,165,1,Bus,5,0.606,60,Baseball/Softball,824,759,481,786,75,150,23,"Same length",90,90,"Same length",February,Spring,No,No,Meat,Water,"Physical education",7,8,5,"Yes - broadband connection","In person",0,0,21,3.5,5,21,14,2,2,7,3.5,3.5,8,7,None,"Graduate degree",Country,Fly,Healthy,Other,"Wildlife, animals"
USA,VA,2016,"6         ",Female,10,Right-Handed,148,23,147,1,Car,20,0.656,51,Running/Jogging,1000,0,1000,0,1000,1000,22,"Right foot",75,75,"Ring finger",July,Summer,Yes,No,Meat,Juice,Art,9,14,3,"Yes - other","In person",0,0,30,0,5,20,3,20,0,2,5,12,3,8,"A lot","High school",Pop,Invisibility,Happy,Relative,"Wildlife, animals"
USA,CA,2015,"8         ",Female,13,Right-Handed,65,10,59,2,Car,7,3,9,Soccer,1,4,1,,,99999,9.5,"Right foot",3,3.5,"Ring finger",August,Winter,No,Yes,"Rice/Noodle dishes","Soft drink (caffeinated)",Other,,,,,"Text messaging",99999,98888,6,3,2,3,5,,55555,99999,10000,10000,1,0,Some,"Graduate degree","Rap/Hip hop",Fly,Famous,"Sports person",Other
USA,NY,2015,"6         ",Female,12,Right-Handed,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WI,2013,"8         ",Female,13,Right-Handed,161,23,153,2,Bus,25,0.434,39,Dancing,492,610,733,829,807,663,23,"Same length",70,75,"Ring finger",June,Summer,Yes,No,Seafood,"Soft drink (caffeinated)",Other,6,8,4,"Yes - other","Text messaging",6,5,3,4,9,6,2,1,1,4,3,10,0,4,"A lot","Graduate degree",Country,Telepathy,Famous,Relative,Health
USA,CO,2015,"7         ",Female,12,Right-Handed,164,24,157,1,Car,15,0.814,46,Athletics,786,479,256,690,374,980,25,"Left foot",90,90,"Same length",June,Fall,No,No,Meat,Milk,Science,7.25,9.5,5,"Yes - broadband connection","Text messaging",0,0,1,0,1.5,2,0,9,6,0,6,0,1,1,"Very little","Graduate degree","Punk rock",Fly,Happy,Other,"International aid"
USA,MO,2012,"8         ",Female,13,Right-Handed,165.1,23,150,1,Car,3,.391,35,Other,800,500,600,700,400,1000,22,"Right foot",177.8,177.8,"Ring finger",May,Summer,No,No,"Rice/Noodle dishes","Soft drink (caffeinated)","Physical education",7,7,4,"Yes - broadband connection","Text messaging",500,500,30,1,15,20,5,2,50,100,20,10,0,1,"Very little","Graduate degree",Country,Telepathy,Happy,Relative,Health
USA,WI,2015,"7         ",Female,12,Right-Handed,149,21,142,1,Walk,3,.699,45,Gymnastics,21,21,100,100,0,1000,21,"Same length",70,80,"Ring finger",August,Summer,Yes,No,Seafood,Water,"Social studies",8,10,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",75,78,10,1,5,10,6,2,9,10,2,2,0,2,Some,"Graduate degree",Country,Fly,Rich,Other,"Wildlife, animals"
USA,WI,2013,"8         ",Female,14,Right-Handed,160,23,169,1,Bus,45,.24,34,Athletics,200,200,500,600,500,400,21.5,"Right foot",6.5,7,"Ring finger",March,Summer,No,No,Fruit,Water,Science,6,12,11,"Yes - broadband connection","Text messaging",100,105,72,2,1,72,48,0,8,168,2,2,0,8,Some,Other,"Rap/Hip hop",Fly,Healthy,"Doctor or nurse",Health
USA,CA,2014,"7         ",Female,12,Right-Handed,163,23,99,2,Car,7,0.592,40,Other,100,583,1000,877,53,1000,23,"Same length",70,65,"Ring finger",June,Summer,No,No,Meat,Water,"Mathematics and statistics",9,8,4,"Yes - other","Cell phone",100,150,8,1,10,4,2,12,14,16,3,19,1,14,Some,"Graduate degree","Rap/Hip hop",Fly,Healthy,Relative,Health
USA,MA,2015,"6         ",Female,11,Right-Handed,154,,,1,Car,3,3.34,48,Basketball,497,118,70,289,583,1000,23,"Same length",6.5,6.5,,July,Summer,,No,Pizza/Pasta,Water,English,10,7,4,"Yes - broadband connection","Text messaging",50,45,12,5,5,24,6,24,19,15,16,6,1,1,Some,"High school",Pop,"Freeze time",Happy,"Religious figure",Religious
USA,WI,2013,"8         ",Female,13,Right-Handed,160,24,155,2,Car,3,.384,29,Basketball,230,316,241,422,1000,1000,25,"Left foot",90,80,"Index finger",November,Summer,Yes,No,Desserts,Water,Languages,7,12,5,"Yes - other","Text messaging",150,155,2,0,2,4,3,0,15,6,20,5,0,1,Some,"Graduate degree",Pop,Invisibility,Famous,"Musician or singer",Health
USA,MA,2016,"8         ",Female,14,Right-Handed,162,22,162,2,Bus,"15 ",0.564,38,Soccer,535,1000,321,332,535,545,22,"Left foot",,6.5,"Same length",October,Summer,Yes,No,Pizza/Pasta,Water,History,7,10,4,"Yes - broadband connection","Text messaging",200,400,1,8,8,2,0,0,7,10,2,0,0,2,Some,"Graduate degree",Pop,Telepathy,Happy,"Doctor or nurse","Wildlife, animals"
USA,MA,2014,"6         ",Female,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MA,2016,"6         ",Female,12,Left-Handed,163,24.5,166,2,Walk,6,0.301,41,Lacrosse,1000,930,1000,1000,1000,1000,24,"Right foot",67,71,"Ring finger",October,Fall,No,Yes,Pizza/Pasta,Water,"Social studies",7,9,4,"Yes - broadband connection","Cell phone",0,0,0,0,11,1,15,0,0,0,7,0,0,0,Some,"Graduate degree",Pop,Invisibility,Happy,Friend,"Arts, culture, sports"
USA,NY,2015,"6         ",Female,11,Right-Handed,155,24,158,1,Car,"5 ",.446,47,"Hockey (Ice)",800,400,200,900,600,10002,26,"Left foot",73,76,"Ring finger",June,Summer,Yes,No,Pizza/Pasta,Water,"Physical education",9,7,4,"Yes - other","In person",10,15,30,1,12,4,20,0,4,1,8,1,0,2,Some,"Graduate degree",Country,Fly,Happy,Relative,"International aid"
USA,TX,2014,"6         ",Female,11,Right-Handed,158,25,166,1,Car,15,0.391,50,Soccer,1000,1000,503,695,1000,1000,25,"Same length",55,35,"Ring finger",August,Fall,Yes,No,Seafood,"Sports drink",Art,8,12,2,"Yes - other","In person",0,0,0,0,5,0,2,0,0,0,0,6,0,0,Some,"Graduate degree",Pop,Invisibility,Happy,"Coach or club leader","International aid"
USA,CA,2012,"7         ",Female,13,Right-Handed,155,23,153,1,Car,20,.363,39,Basketball,50,40,10,5,5,100,23,"Same length",75,75,"Same length",December,Spring,Yes,No,Pizza/Pasta,Water,Art,6.5,10,4,"Yes - broadband connection","Text messaging",40,11,5,1,8,30,3,0,2,1,9,.5,0,3,Some,,Pop,Fly,Happy,Friend,Health
USA,WA,2016,"6         ",Female,11,Right-Handed,155,19,151,3,Bus,10,0.537,68,Other,1000,1000,1000,1000,5,455,18,"Right foot",65,65,"Same length",August,Winter,Yes,No,Pizza/Pasta,Water,English,8,12,5,"Yes - other","Internet chat or instant messaging",50,30,1,20,5,24,20,2,10,20,15,5,1,10,Some,"Some college",Pop,"Freeze time",Happy,Actor,"Education/Youth development"
USA,NY,2012,"6         ",Female,11,Right-Handed,158,26,170,2,Walk,20,345,39,Skateboarding/Rollerblading,503,455,599,0,0,508,,,250,750,"Ring finger",August,Summer,No,No,Pizza/Pasta,Juice,Music,7,5,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",20,30,42,1,21,21,14,14,14,21,21,7,7,,,,,,,,
USA,IL,2014,"6         ",Female,12,Right-Handed,167,25,166,1,Walk,15,.556,49,Basketball,1000,1000,500,1000,600,600,25,"Same length",70,70,"Same length",November,Summer,No,No,Salads,Water,History,9,6,5,"Yes - other","Text messaging",60,60,10,0,7,5,12,1,11,7,1,2,0,1,"A lot","Graduate degree",Pop,Invisibility,Rich,"Sports person","Education/Youth development"
USA,CA,2016,"7         ",Female,12,Left-Handed,143,22.5,149,3,Car,4,.224,34,Swimming,600,600,700,400,900,1000,22.5,"Same length",70,70,"Same length",June,Fall,No,Yes,Other,Water,Other,7,12,4,"Yes - other","Internet chat or instant messaging",164,158,8,1,5,15,.5,2,10,9,10,3,0,5,Some,Other,"Rap/Hip hop",Telepathy,Happy,Actor,"International aid"
USA,NY,2015,"6         ",Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,DC,2012,"6         ",Female,12,Right-Handed,161,23,165,2,Car,15,1.183,39,,1000,1000,900,900,100,100,23,"Same length",110,70,"Index finger",March,,No,No,"No favorite",,Art,7,10,6,"Yes - other",,23,24,30,5,7,8,6,10,9,20,10,8,0,4,"A lot",Other,Other,"Freeze time",Healthy,Actor,"International aid"
USA,WI,2014,"8         ",Female,14,Right-Handed,177,28,170,1,Car,5,.467,52,Swimming,500,0,1000,1000,1000,1000,29,"Left foot",75,75,"Same length",December,Fall,No,No,Pizza/Pasta,Water,Art,8,9,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",0,0,40,1,10,123,5,123,100,20,100,2,0,5,Some,"Some college",Pop,Invisibility,Healthy,"Musician or singer",Health
USA,NY,2014,"6         ",Female,11,Right-Handed,150,23,150,2,Car,4,0.916,53,Soccer,1000,1000,999,999,12,0,24,"Left foot",70,70.5,"Ring finger",November,Fall,Yes,Yes,Desserts,Milk,,8.5,10,3,"Yes - other","Text messaging",30,35,2,0,3,4,1,1,1,3,6,1,0,.5,"A lot","Graduate degree",Pop,Invisibility,Healthy,Relative,Health
USA,WI,2016,"7         ",Female,12,Right-Handed,170,25,175,2,Car,9,.42,49,"Hockey (Ice)",800,900,600,700,1000,1000,24,"Right foot",73,75,"Ring finger",June,Winter,Yes,No,Soups,Coffee,Art,7,2,4,"Yes - dial-up connection","Text messaging",6,12,17,3,2,7,2,6,12,13,15,2,2,4,Some,"Undergraduate degree","Punk rock",Invisibility,Happy,Friend,"Wildlife, animals"
USA,CO,2016,"7         ",Female,12,Right-Handed,150,20,160,1,Bicycle,20,.37,50,Swimming,807,813,647,658,813,1000,20,"Same length",25,25,"Ring finger",July,Fall,No,No,Other,Milk,Science,7,10,4,"Yes - other","Cell phone",126,115,7,.5,.1,1,1,3,1,.5,3,.1,0,0,"Very little",Other,Pop,Fly,Happy,Relative,"Wildlife, animals"
USA,WI,2016,"6         ",Female,11,Right-Handed,,,,1,Bus,1,,,Basketball,1000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2014,"7         ",Female,13,Right-Handed,,,,2,Car,20,,,Soccer,450,450,400,400,500,900,,,,,"Same length",November,Spring,Yes,No,Seafood,Water,Art,10,12,4,"Yes - other","Internet chat or instant messaging",30,30,2,4,10,24,3,2,5,6,6,0,0,2,"Very little","Some college","Rock and roll","Super strength",Happy,Relative,"Education/Youth development"
USA,WI,2014,"7         ",Female,12,Right-Handed,162,23,165,1,Bus,5,0.606,60,Baseball/Softball,824,759,481,786,75,150,23,"Same length",90,90,"Same length",February,Spring,No,No,Meat,Water,"Physical education",7,8,5,"Yes - broadband connection","In person",0,0,21,,,,,,,,,,,,,,,,,,
USA,CA,2015,"6         ",Female,12,Right-Handed,151,25,125,1,Car,9,0.947,12,Other,50,80,90,80,80,80,23,"Right foot",7,8,"Ring finger",October,Summer,No,No,Pizza/Pasta,Water,History,8,10,4,"Yes - other","Text messaging",23,18,42,0,14,7,10,0,17,15,17,5,7,7,Some,"Graduate degree",Country,Invisibility,Happy,Relative,Health
USA,KS,2016,"8         ",Female,14,Right-Handed,158,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AR,2016,"8         ",Female,13,Left-Handed,64,21,151,1,Car,25,0.491,41,Swimming,1000,497,1000,556,91,369,24,"Left foot",80,70,"Index finger",September,Summer,No,No,Pizza/Pasta,Water,"Mathematics and statistics",7,10,5,"Yes - other","Text messaging",20,15,,,,,,,,,,,,,,,,,,,
USA,CA,2013,"7         ",Female,12,Right-Handed,172,27,172,1,Car,25,0.312,28,Other,1000,1000,1000,1000,700,700,26.5,"Right foot",85,80,"Index finger",June,Summer,No,No,Desserts,Milk,"Physical education",9,11,4,"Yes - broadband connection","Text messaging",0,3,9,1,7,5,10,1,0,4,2,2,0,4,"Very little","Graduate degree",Pop,Telepathy,Rich,Relative,Health
USA,CA,2015,"6         ",Female,11,Right-Handed,59,17.78,146,2,Car,5,.545,47,Swimming,600,800,900,790,1000,1000,17.78,"Same length",60,50,"Ring finger",April,Winter,Yes,No,Pizza/Pasta,Water,"Physical education",11,7,5,"Yes - dial-up connection","Internet chat or instant messaging",15,30,7,9,5,12,9,0,10,7,5,13,0,4,"Very little",Other,Pop,"Freeze time",Happy,"Doctor or nurse","Arts, culture, sports"
USA,IL,2013,"6         ",Female,11,Right-Handed,141,21,141,2,Car,7,0.797,51,Golf,900,900,950,950,900,900,21,"Same length",78,89,"Ring finger",February,Winter,Yes,No,Pizza/Pasta,Water,"Social studies",9,11,4,"Yes - broadband connection","In person",4,4,7,7,10,10,14,7,0,4,7,7,0,2,Some,"Graduate degree",Pop,Fly,Happy,"Sports person","Wildlife, animals"
USA,WI,2016,"7         ",Female,12,Right-Handed,160,25,168,1,Car,15,.358,58,Other,1000,1000,1000,1000,0,1000,25,"Same length",95,107,"Ring finger",July,Summer,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",8,10,4,"Yes - broadband connection","Text messaging",10,11,49,1,2,5,10,1,1,1,13,8,2,2,"Very little","Graduate degree",Pop,Fly,Happy,Friend,"Wildlife, animals"
USA,CA,2016,"7         ",Female,13,Right-Handed,157,23,158,1,Car,5,.815,38,Gymnastics,701,920,824,631,171,455,23,"Same length",80,70,"Index finger",February,Summer,Yes,No,Poultry,Water,English,7,9,4,"Yes - other","Text messaging",100,100,15,1,20,40,20,1,30,20,40,5,0,5,Some,"Graduate degree",Pop,Invisibility,Happy,Relative,Health
USA,RI,2013,"6         ",Female,12,Right-Handed,164,24,165,1,Car,5,0.343,45,Baseball/Softball,643,563,578,361,368,742,25,"Left foot",90,88,"Index finger",May,Summer,No,No,Pizza/Pasta,Water,"Physical education",9,9,3,"Yes - broadband connection","Internet chat or instant messaging",150,160,10,1,5,12,7,1,1,5,1,7,0,3,Some,"Graduate degree",Pop,Telepathy,Happy,"Musician or singer","Wildlife, animals"
USA,NV,2014,"7         ",Female,14,Left-Handed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,GU,2014,"8         ",Female,14,Left-Handed,156,23,164,3,Car,15,0.526,,Basketball,800,900,700,900,500,1000,22,"Right foot",70,75,"Ring finger",October,Summer,Yes,No,Salads,Water,English,7,5,5,"Yes - broadband connection","In person",100,100,7,5,2,3,6,0,1,6,2,1,0,2,Some,"Undergraduate degree",Reggae,"Freeze time",Rich,Relative,"International aid"
USA,MD,2014,"7         ",Female,12,Right-Handed,152,24,148,1,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2014,"6         ",Female,12,Right-Handed,146,25,141,2,Bus,20,0.836,40,Basketball,1000,600,800,900,50,50,25,"Same length",60,59,"Index finger",March,Summer,No,No,Salads,Water,"Mathematics and statistics",8,8,5,"Yes - other","Text messaging",0,1,8,1,5,164,8,2,1,2,4,4,0,6,None,"Graduate degree",Pop,"Freeze time",Happy,Relative,"International aid"
USA,MO,2012,"8         ",Female,14,Right-Handed,170.2,25,172.7,1,Car,5,0.468,52,Other,70,520,300,100,900,1000,24,"Right foot",60,70,"Ring finger",February,Spring,No,No,Meat,"Soft drink (caffeinated)",History,8,10,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",30,20,18,2,2,1,3,5,3,3,12,20,2,1,"Very little","Graduate degree",Country,Fly,Rich,Friend,"Wildlife, animals"
USA,KS,2016,"8         ",Female,14,Right-Handed,158,25,165,1,Car,10,.436,32,Running/Jogging,1000,900,1000,800,400,200,25,"Same length",75,85,"Ring finger",June,Summer,No,No,Meat,Milk,"Physical education",8,10,6,"Yes - broadband connection","Text messaging",29,24,40,1,20,30,20,.5,7,10,40,4,3,7,"A lot","Graduate degree",Country,Telepathy,Happy,Relative,"International aid"
USA,GA,2013,"6         ",Female,11,Right-Handed,159,26,68,2,Bus,60,0.359,42,Basketball,1000,1000,1000,1000,736,736,26,"Same length",80,67,,March,Summer,Yes,No,Other,"Sports drink",Other,9,6,3,"Yes - broadband connection","Text messaging",132,264,7,9,1,24,8,2,3,3,3,4,5,6,"A lot",Other,"Rhythm and blues (R&B)",Fly,Healthy,Relative,"Wildlife, animals"
USA,DC,2011,"6         ",Female,11,Right-Handed,140,22,143,2,Car,6,332,41,Dancing,1000,1000,1000,,0,0,20,"Same length",60,60,"Index finger",December,Summer,Yes,Yes,Vegetables,Tea,Science,8,5,4,"Yes - broadband connection","In person",0,0,3,,,,,,,,,,,,,,,,,,
USA,AR,2016,"6         ",Female,11,Right-Handed,148,23,134,1,Car,4,0.845,46,Soccer,32,1000,578,316,16,37,22,"Right foot",70,60,"Index finger",October,Fall,Yes,No,Meat,Tea,Art,8,1,5,"Yes - broadband connection","Text messaging",10,7,0,1,0,3,4,10,10,10,10,8,7,6,"Very little","Less than high school",Country,Telepathy,Happy,Relative,Health
USA,IN,2016,"8         ",Female,13,Right-Handed,,,,1,Bus,15,0.365,36,Dancing,900,1000,1000,1000,950,950,,,,,"Index finger",July,Summer,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",7,10,4,"Yes - broadband connection","Internet chat or instant messaging",30,25,60,1,30,25,15,50,25,35,15,20,0,5,"A lot","Graduate degree",Pop,Fly,Healthy,Friend,"International aid"
USA,CO,2015,"7         ",Female,12,Right-Handed,56,23,154,,Car,15,0.779,61,Baseball/Softball,1000,1000,800,1000,200,200,24,"Left foot",90,90,"Same length",March,Spring,No,No,Desserts,Milk,Music,7,12,6,"Yes - other","Internet chat or instant messaging",5,7,30,1,5,30,4,2,2,7,15,2,1,2,"A lot","Graduate degree",Pop,Telepathy,Happy,Relative,"Wildlife, animals"
USA,GU,2014,"7         ",Female,13,Right-Handed,149,23,151,1,Car,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WY,2015,"7         ",Female,12,Right-Handed,147,22,142,1,Bus,10,0.456,33,Swimming,1000,1000,1000,1000,500,1000,22,"Same length",70,60,"Index finger",August,Summer,No,No,Meat,"Soft drink (caffeinated)",Art,10,10,4,"No internet connection","In person",0,0,49,3,5,16,8,2,0,0,1,6,5,5,"Very little","Graduate degree",Pop,Invisibility,Healthy,Relative,Environment
USA,VA,2016,"6         ",Female,10,Right-Handed,160,,48,3,Car,30,0.524,41,"Martial Arts",700,600,900,500,400,200,45,"Right foot",10,11,"Ring finger",November,Winter,No,Yes,Fruit,Water,English,8,9,4,"Yes - broadband connection","In person",1,2,1,0.5,1,2,10,1.4,1.4,0.5,1.4,1,0,0,"Very little","Graduate degree",Classical,Invisibility,Happy,"Doctor or nurse","Wildlife, animals"
USA,FL,2015,"7         ",Female,12,Right-Handed,158,100,152,1,Car,18,1.256,41,Soccer,60,100,200,80,0,5,90,"Right foot",,,"Ring finger",January,Fall,No,No,Seafood,Water,Other,7,6,4,"Yes - other","Internet chat or instant messaging",4,4,10,1,3,5,6,0,2,2,0,2,0,1,"Very little","Graduate degree",Country,Fly,Happy,"Sports person",Health
USA,CA,2014,"6         ",Female,11,Right-Handed,155,22.9,150,2,Car,4,0.299,38,Dancing,1000,1000,1000,1000,513,743,20.3,"Right foot",63.5,63.5,"Same length",June,Summer,No,No,Fruit,Water,Music,8.5,10,5,"Yes - other","Text messaging",1,2,90,1,5,6,5,1,14,2,20,15,0,0,Some,"Graduate degree",Gospel,Telepathy,Healthy,"Religious figure","International aid"
USA,NC,2014,"7         ",Female,13,Left-Handed,165,20,146,1,Bus,60,0.908,10,Basketball,283,417,1000,1000,1000,1000,20,"Same length",6,7,,August,Summer,Yes,No,Pizza/Pasta,Other,"Physical education",8,10,4,"Yes - other","Text messaging",30,31,3,3,1,3,2,1,5,2,3,5,0,1,Some,"Graduate degree","Rap/Hip hop",Invisibility,Rich,"Musician or singer",Health
USA,KY,2013,"8         ",Female,14,Right-Handed,22,8,47,1,Bus,6,,,Basketball,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WI,2014,"8         ",Female,13,Right-Handed,153,22,145,3,Bus,15,.366,40,Gymnastics,455,636,888,775,219,583,23,"Left foot",65,55,"Index finger",August,Summer,Yes,No,Poultry,Water,History,7,8,6,"Yes - broadband connection","In person",20,25,6,1,1.5,20,6,7,8,20,10,15,3,10,"Very little","Graduate degree","Punk rock",Invisibility,Happy,Actor,"Wildlife, animals"
USA,WI,2013,"8         ",Female,13,Right-Handed,181.5,24.5,162,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,GU,2014,"7         ",Female,13,Right-Handed,155,24,163,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2013,"7         ",Female,13,Right-Handed,160,25.5,201,1,Car,20,.36,42,Dancing,395,850,150,50,999,1000,24.4,"Right foot",75,79,"Ring finger",February,Summer,No,Yes,"Rice/Noodle dishes",Water,"Social studies",7,10,4,"Yes - broadband connection","Text messaging",20,23,0,0.15,12,0,32,0,4,2.5,2,2.5,5,6,"A lot",Other,Pop,Fly,Famous,Other,Health
USA,RI,2013,"6         ",Female,12,Right-Handed,48,10,144,1,Bus,15,0.434,50,Dancing,900,900,1000,1000,300,500,10,"Same length",60,70,"Ring finger",April,Summer,No,No,Desserts,Water,English,10,9,5,"Yes - broadband connection","In person",0,0,4,1,2,7,4,7,0,1,2,8,0,2,"A lot","Graduate degree",Pop,Fly,Happy,"Sports person",Health
USA,AR,2016,"8         ",Female,14,Right-Handed,"146 ",20,134,2,Bus,5,0.496,41,Other,1000,1000,1000,1000,128,123,20,"Same length",6,6.3,"Ring finger",November,Fall,No,No,"Rice/Noodle dishes",Juice,"Mathematics and statistics",11,9,9,"Yes - broadband connection","In person",6,10,12,0,2,24,7,5,12,24,24,24,0,12,Some,"Some college",Gospel,"Super strength",Healthy,Relative,"International aid"
USA,GA,2013,"6         ",Female,12,Left-Handed,160,26,162,2,Bus,5,0.561,43,Soccer,5,5,5,5,1000,1000,24,"Right foot",80,70,"Index finger",September,Summer,Yes,No,Salads,Water,"Physical education",6,5,5,"Yes - broadband connection","Text messaging",999,890,1,2,1,4,0,4,8,4,1,1,0,0,"A lot","Graduate degree",Pop,Telepathy,Healthy,"Sports person","Arts, culture, sports"
USA,WI,2013,"8         ",Female,13,Right-Handed,161,22,163,2,Bus,30,0.412,,Gymnastics,439,647,283,770,508,364,22,"Same length",70,70.5,"Ring finger",June,Summer,Yes,No,Poultry,Water,English,10,8,8,"Yes - broadband connection","Text messaging",50,55,3,"1 ",2,2,3,.2,2,4,1,5,2,3,Some,"Undergraduate degree",Country,"Super strength",Healthy,"Sports person",Health
USA,IN,2016,"6         ",Female,11,Right-Handed,156.3,34,158,1,Bus,10,0.66,52,Gymnastics,1000,508,37,428,32,48,35,"Left foot",80,75,"Index finger",October,Summer,No,No,"No favorite","Soft drink (caffeinated)",Music,8,5,5,"Yes - broadband connection","Text messaging",5,8,3,1,1,3,2,2,2,2,2,1,0,0,Some,Other,Pop,Telepathy,Healthy,"Musician or singer",Health
USA,NC,2014,"7         ",Female,12,Right-Handed,179,20,141,1,Bus,30,,,Baseball/Softball,300,100,10,530,100,900,20,"Same length",,,,,Summer,Yes,No,"No favorite","Energy drink",Music,6,9,,"Yes - other","Text messaging",146,147,20,50,100,20,30,40,50,80,90,70,10,20,"A lot","High school","Rap/Hip hop","Freeze time",Happy,"Business person","Wildlife, animals"
USA,WI,2014,"8         ",Female,13,Left-Handed,163,20,159,1,Car,5,0.573,45,Swimming,1,1,1,1,1000,1000,20,"Same length",85,65,"Index finger",June,Summer,Yes,No,Soups,Coffee,"Mathematics and statistics",6,12,6,"Yes - other","Text messaging",170,171,12,0,1,1,13,7,3,53,68,7,4,1,"Very little","Some college","Rap/Hip hop",Fly,Famous,Relative,"Wildlife, animals"
USA,OH,2016,"8         ",Female,13,Right-Handed,148,21,148,2,Car,13,0.469,39,Walking/Hiking,888,733,722,658,529,529,21,"Same length",80,85,"Ring finger",March,Fall,No,No,Pizza/Pasta,Water,Languages,7,11,3,"Yes - broadband connection","Text messaging",4,44,2,0,6,6,5,0,8,2,30,3,5,3,Some,"Graduate degree",Pop,Fly,Happy,Other,"International aid"
